order_id,order_date,ship_date,customer_id,product_id,quantity,sales,discount,profit,order_month,shipping_days,profit_margin_pct,product_name,category_y,sub_category_y,unit_cost,list_price,customer_name,segment,region_y,city
NM202401201068,2024-01-21,2024-01-21,CU0239,PR511,7,748.5,0.1,309.81,January,0,41.390781563126254,Mesh Chair,Furniture,Chairs,62.67,118.81,Morgan Roy,Corporate,South,Atlanta
NM202401208766,2024-01-16,2024-01-19,CU0159,PR507,6,217.72,0.15,98.62,January,3,45.29671137240492,LaserJet 100,Technology,Machines,19.85,42.69,Morgan Fox,Home Office,Central,Chicago
NM202401419075,2024-01-25,2024-01-28,CU0204,PR507,3,89.65,0.3,30.1,January,3,33.575013943112104,LaserJet 100,Technology,Machines,19.85,42.69,Morgan Bell,Home Office,Central,Dallas
NM202401833775,2024-01-22,2024-01-22,CU0187,PR519,2,20.27,0.1,5.89,January,0,29.057720769610263,Cardstock,Office Supplies,Paper,7.19,11.26,Taylor Bell,Home Office,East,Boston
NM202401829121,2024-01-29,2024-01-29,CU0090,PR521,2,99.6,0.0,23.64,January,0,23.73493975903615,Storage Box,Office Supplies,Storage,37.98,49.8,Riley Bell,Consumer,South,Miami
NM202401785398,2024-01-08,2024-01-10,CU0045,PR502,8,2283.84,0.1,984.32,January,2,43.0993414599972,Pixel Mini,Technology,Phones,162.44,317.2,Quinn Lee,Corporate,South,Miami
NM202401692340,2024-01-04,2024-01-11,CU0123,PR515,8,4578.48,0.0,0.0,January,7,0.0,Corner Case,Furniture,Bookcases,316.78,572.31,Sam Dean,Home Office,Central,Dallas
NM202401786822,2024-01-17,2024-01-21,CU0190,PR518,1,47.36,0.3,13.36,January,4,28.209459459459456,Copy Paper,Office Supplies,Paper,34.0,67.65,Quinn Lee,Consumer,East,New York
NM202401914034,2024-01-23,2024-01-26,CU0057,PR511,4,475.24,0.0,224.56,January,3,47.251914821984684,Mesh Chair,Furniture,Chairs,62.67,118.81,Casey Lee,Corporate,Central,Dallas
NM202401582940,2024-01-19,2024-01-24,CU0217,PR523,7,357.21,0.0,86.66,January,5,24.260239075053892,Marker Set,Office Supplies,Art,38.65,51.03,Jordan Cruz,Consumer,Central,Dallas
NM202401296220,2024-01-30,2024-02-06,CU0103,PR506,2,1111.46,0.15,454.9,January,7,40.92814856135173,Keyboard X,Technology,Accessories,328.28,653.8,Quinn Bell,Consumer,South,Miami
NM202401943709,2024-01-25,2024-01-30,CU0169,PR513,7,1244.8,0.3,-127.41,January,5,-10.235379177377892,Meeting Table,Furniture,Tables,196.03,254.04,Morgan Ray,Home Office,South,Atlanta
NM202401605050,2024-01-11,2024-01-12,CU0170,PR515,3,1545.24,0.1,0.0,January,1,0.0,Corner Case,Furniture,Bookcases,316.78,572.31,Drew Ray,Home Office,South,Atlanta
NM202401238986,2024-01-26,2024-01-27,CU0127,PR506,4,1046.08,0.6,-267.04,January,1,-25.52768430712757,Keyboard X,Technology,Accessories,328.28,653.8,Morgan Roy,Corporate,South,Miami
NM202401703433,2024-01-06,2024-01-08,CU0046,PR520,5,44.55,0.1,18.5,January,2,41.5263748597082,Sticky Notes,Office Supplies,Paper,5.21,9.9,Morgan Bell,Corporate,South,Miami
NM202401946659,2024-01-27,2024-01-29,CU0178,PR518,1,47.36,0.3,13.36,January,2,28.209459459459456,Copy Paper,Office Supplies,Paper,34.0,67.65,Drew Lee,Consumer,West,Los Angeles
NM202401912628,2024-01-06,2024-01-06,CU0179,PR506,2,523.04,0.6,-133.52,January,0,-25.52768430712757,Keyboard X,Technology,Accessories,328.28,653.8,Drew Bell,Home Office,South,Atlanta
NM202401550231,2024-01-14,2024-01-19,CU0054,PR512,1,696.95,0.0,189.39,January,5,27.174115790228853,Standing Desk,Furniture,Tables,507.56,696.95,Casey Ray,Corporate,South,Miami
NM202401744331,2024-01-02,2024-01-09,CU0028,PR508,3,585.1,0.15,230.38,January,7,39.3744659032644,InkFlow 20,Technology,Machines,118.24,229.45,Alex Roy,Consumer,East,Boston
NM202401906113,2024-01-31,2024-02-03,CU0010,PR501,3,3120.18,0.0,979.95,January,3,31.406841912966566,Galaxy S,Technology,Phones,713.41,1040.06,Jordan Shah,Consumer,East,New York
NM202401329630,2024-01-04,2024-01-05,CU0181,PR519,1,11.26,0.0,4.07,January,1,36.145648312611016,Cardstock,Office Supplies,Paper,7.19,11.26,Casey Dean,Home Office,East,New York
NM202401977321,2024-01-21,2024-01-24,CU0057,PR514,2,529.94,0.0,209.88,January,3,39.60448352643695,4-Shelf Case,Furniture,Bookcases,160.03,264.97,Casey Lee,Corporate,Central,Dallas
NM202401659323,2024-01-27,2024-01-31,CU0057,PR518,5,287.51,0.15,117.51,January,4,40.87162185663107,Copy Paper,Office Supplies,Paper,34.0,67.65,Casey Lee,Corporate,Central,Dallas
NM202401144680,2024-01-12,2024-01-16,CU0126,PR504,3,2183.76,0.0,903.99,January,4,41.39603253104737,USB Hub,Technology,Accessories,426.59,727.92,Quinn Cruz,Consumer,South,Atlanta
NM202401196507,2024-01-10,2024-01-12,CU0211,PR519,1,9.57,0.15,2.38,January,2,24.869383490073144,Cardstock,Office Supplies,Paper,7.19,11.26,Jamie Cruz,Consumer,Central,Chicago
NM202401331966,2024-01-26,2024-01-28,CU0187,PR524,8,608.47,0.1,80.95,January,2,13.303860502572023,Sketch Pad,Office Supplies,Art,65.94,84.51,Taylor Bell,Home Office,East,Boston
NM202401283763,2024-01-30,2024-02-01,CU0195,PR520,5,39.6,0.2,13.55,January,2,34.217171717171716,Sticky Notes,Office Supplies,Paper,5.21,9.9,Riley Bell,Corporate,South,Miami
NM202401241318,2024-01-06,2024-01-07,CU0124,PR510,7,1019.09,0.4,-148.58,January,1,-14.579674022902786,Task Chair,Furniture,Chairs,166.81,242.64,Alex Bell,Consumer,East,New York
NM202401724142,2024-01-06,2024-01-08,CU0045,PR508,3,585.1,0.15,230.38,January,2,39.3744659032644,InkFlow 20,Technology,Machines,118.24,229.45,Quinn Lee,Corporate,South,Miami
NM202401477758,2024-01-30,2024-02-02,CU0083,PR513,2,457.27,0.1,65.21,January,3,14.260721236905985,Meeting Table,Furniture,Tables,196.03,254.04,Taylor Wood,Consumer,Central,Chicago
NM202401595070,2024-01-02,2024-01-07,CU0238,PR503,1,131.66,0.15,33.57,January,5,25.497493543976912,iView 11,Technology,Phones,98.09,154.89,Casey Cruz,Consumer,Central,Dallas
NM202401215949,2024-01-07,2024-01-13,CU0151,PR512,6,2927.19,0.3,-118.17,January,6,-4.036977442530208,Standing Desk,Furniture,Tables,507.56,696.95,Jamie Dean,Home Office,Central,Chicago
NM202401590690,2024-01-13,2024-01-13,CU0010,PR515,4,2289.24,0.0,1022.12,January,0,44.64887910398211,Corner Case,Furniture,Bookcases,316.78,572.31,Jordan Shah,Consumer,East,New York
NM202401372731,2024-01-02,2024-01-06,CU0039,PR502,2,570.96,0.1,246.08,January,4,43.0993414599972,Pixel Mini,Technology,Phones,162.44,317.2,Quinn Roy,Consumer,East,Boston
NM202401762091,2024-01-06,2024-01-13,CU0211,PR520,2,19.8,0.0,9.38,January,7,47.37373737373737,Sticky Notes,Office Supplies,Paper,5.21,9.9,Jamie Cruz,Consumer,Central,Chicago
NM202401410084,2024-01-11,2024-01-16,CU0040,PR507,3,128.07,0.0,68.52,January,5,53.50199109861794,LaserJet 100,Technology,Machines,19.85,42.69,Casey Hunt,Consumer,West,Los Angeles
NM202401103575,2024-01-21,2024-01-26,CU0025,PR522,6,212.62,0.15,80.5,January,5,37.860972627222274,File Cabinet,Office Supplies,Storage,22.02,41.69,Jordan Fox,Consumer,West,Seattle
NM202401750095,2024-01-14,2024-01-19,CU0071,PR515,1,515.08,0.1,198.3,January,5,38.498873961326396,Corner Case,Furniture,Bookcases,316.78,572.31,Riley Wood,Consumer,East,Boston
NM202401879460,2024-01-09,2024-01-09,CU0183,PR505,5,776.96,0.2,214.36,January,0,27.58957990115321,BT Mouse,Technology,Accessories,112.52,194.24,Riley Lee,Corporate,Central,Dallas
NM202401371439,2024-01-23,2024-01-27,CU0109,PR515,5,2861.55,0.0,1277.65,January,4,44.64887910398211,Corner Case,Furniture,Bookcases,316.78,572.31,Casey Cruz,Consumer,Central,Dallas
NM202401169552,2024-01-26,2024-01-29,CU0145,PR524,1,67.61,0.2,1.67,January,3,2.4700488093477295,Sketch Pad,Office Supplies,Art,65.94,84.51,Jamie Hunt,Corporate,South,Atlanta
NM202401937680,2024-01-02,2024-01-03,CU0126,PR510,5,1213.2,0.0,379.15,January,1,31.252060666007253,Task Chair,Furniture,Chairs,166.81,242.64,Quinn Cruz,Consumer,South,Atlanta
NM202401971477,2024-01-29,2024-01-30,CU0145,PR506,2,915.32,0.3,258.76,January,1,28.26989468164139,Keyboard X,Technology,Accessories,328.28,653.8,Jamie Hunt,Corporate,South,Atlanta
NM202401401404,2024-01-12,2024-01-15,CU0207,PR506,6,3530.52,0.1,1560.84,January,3,44.209918085721085,Keyboard X,Technology,Accessories,328.28,653.8,Jordan Ray,Corporate,Central,Dallas
NM202401886671,2024-01-30,2024-02-01,CU0059,PR505,6,466.18,0.6,-208.94,January,2,-44.81959758033378,BT Mouse,Technology,Accessories,112.52,194.24,Sam Wood,Consumer,South,Atlanta
NM202401622598,2024-01-23,2024-01-23,CU0041,PR516,7,53.98,0.0,19.82,January,0,36.71730270470545,Ring Binder,Office Supplies,Binders,4.88,9.64,Sam Dean,Corporate,South,Miami
NM202401331646,2024-01-01,2024-01-08,CU0222,PR521,8,398.4,0.0,94.56,January,7,23.73493975903615,Storage Box,Office Supplies,Storage,37.98,49.8,Drew Wood,Consumer,West,Los Angeles
NM202401409843,2024-01-03,2024-01-07,CU0212,PR507,5,213.45,0.0,114.2,January,4,53.50199109861795,LaserJet 100,Technology,Machines,19.85,42.69,Jordan Dean,Corporate,East,Boston
NM202401794106,2024-01-30,2024-02-03,CU0196,PR518,6,365.31,0.1,161.31,January,4,44.15701732774904,Copy Paper,Office Supplies,Paper,34.0,67.65,Jamie Lee,Consumer,East,Boston
NM202401289834,2024-01-06,2024-01-12,CU0181,PR506,4,2092.16,0.2,779.04,January,6,37.23615784643622,Keyboard X,Technology,Accessories,328.28,653.8,Casey Dean,Home Office,East,New York
NM202401846010,2024-01-27,2024-02-01,CU0100,PR515,4,2289.24,0.0,1022.12,January,5,44.64887910398211,Corner Case,Furniture,Bookcases,316.78,572.31,Alex Hunt,Corporate,Central,Dallas
NM202401682290,2024-01-14,2024-01-20,CU0195,PR522,7,291.83,0.0,137.69,January,6,47.18157831614296,File Cabinet,Office Supplies,Storage,22.02,41.69,Riley Bell,Corporate,South,Miami
NM202401829426,2024-01-11,2024-01-15,CU0072,PR501,3,2652.15,0.15,511.92,January,4,19.3020756744528,Galaxy S,Technology,Phones,713.41,1040.06,Jordan Fox,Consumer,South,Atlanta
NM202401254521,2024-01-16,2024-01-17,CU0056,PR512,3,1672.68,0.2,150.0,January,1,8.967644737786069,Standing Desk,Furniture,Tables,507.56,696.95,Jordan Wood,Corporate,East,New York
NM202401401242,2024-01-19,2024-01-23,CU0239,PR522,8,333.52,0.0,157.36,January,4,47.18157831614297,File Cabinet,Office Supplies,Storage,22.02,41.69,Morgan Roy,Corporate,South,Atlanta
NM202401793006,2024-01-21,2024-01-23,CU0055,PR505,3,524.45,0.1,186.89,January,2,35.635427590809414,BT Mouse,Technology,Accessories,112.52,194.24,Drew Cruz,Corporate,West,Seattle
NM202401518115,2024-01-12,2024-01-19,CU0067,PR502,2,634.4,0.0,309.52,January,7,48.78940731399748,Pixel Mini,Technology,Phones,162.44,317.2,Jamie Hunt,Corporate,East,Boston
NM202401223441,2024-01-03,2024-01-08,CU0051,PR506,3,1765.26,0.1,780.42,January,5,44.209918085721085,Keyboard X,Technology,Accessories,328.28,653.8,Drew Ray,Consumer,South,Atlanta
NM202401773930,2024-01-08,2024-01-15,CU0084,PR513,7,1600.45,0.1,228.24,January,7,14.26098909681652,Meeting Table,Furniture,Tables,196.03,254.04,Morgan Hunt,Corporate,South,Atlanta
NM202401320561,2024-01-18,2024-01-20,CU0208,PR524,8,574.67,0.15,47.15,January,2,8.204708789392173,Sketch Pad,Office Supplies,Art,65.94,84.51,Morgan Ray,Corporate,West,Seattle
NM202401883795,2024-01-15,2024-01-19,CU0215,PR513,5,889.14,0.3,-91.01,January,4,-10.235733405312999,Meeting Table,Furniture,Tables,196.03,254.04,Drew Hunt,Corporate,East,Boston
NM202401608023,2024-01-14,2024-01-21,CU0101,PR502,7,2220.4,0.0,1083.32,January,7,48.78940731399747,Pixel Mini,Technology,Phones,162.44,317.2,Taylor Wood,Corporate,South,Miami
NM202401625978,2024-01-25,2024-01-29,CU0113,PR503,3,394.97,0.15,100.7,January,4,25.495607261310983,iView 11,Technology,Phones,98.09,154.89,Taylor Hunt,Corporate,South,Atlanta
NM202401259220,2024-01-12,2024-01-14,CU0035,PR518,1,40.59,0.4,6.59,January,2,16.23552599162355,Copy Paper,Office Supplies,Paper,34.0,67.65,Riley Cruz,Corporate,Central,Dallas
NM202401166881,2024-01-21,2024-01-28,CU0185,PR501,1,936.05,0.1,222.64,January,7,23.785054217189252,Galaxy S,Technology,Phones,713.41,1040.06,Sam Shah,Consumer,East,New York
NM202401562537,2024-01-11,2024-01-17,CU0159,PR519,1,10.13,0.1,2.94,January,6,29.02270483711747,Cardstock,Office Supplies,Paper,7.19,11.26,Morgan Fox,Home Office,Central,Chicago
NM202401644142,2024-01-25,2024-01-26,CU0202,PR513,1,228.64,0.1,32.61,January,1,14.262596221133661,Meeting Table,Furniture,Tables,196.03,254.04,Alex Wood,Corporate,Central,Chicago
NM202401946992,2024-01-22,2024-01-22,CU0197,PR508,4,367.12,0.6,-105.84,January,0,-28.82981041621268,InkFlow 20,Technology,Machines,118.24,229.45,Casey Fox,Corporate,West,Seattle
NM202401177263,2024-01-22,2024-01-29,CU0214,PR519,2,18.02,0.2,3.64,January,7,20.199778024417313,Cardstock,Office Supplies,Paper,7.19,11.26,Quinn Dean,Home Office,Central,Chicago
NM202401683790,2024-01-12,2024-01-18,CU0206,PR522,5,187.6,0.1,77.5,January,6,41.311300639658846,File Cabinet,Office Supplies,Storage,22.02,41.69,Morgan Shah,Consumer,East,New York
NM202401886209,2024-01-20,2024-01-21,CU0090,PR520,3,11.88,0.0,-3.75,January,1,-31.565656565656564,Sticky Notes,Office Supplies,Paper,5.21,9.9,Riley Bell,Consumer,South,Miami
NM202401464297,2024-01-24,2024-01-24,CU0002,PR524,5,253.53,0.4,-76.17,January,0,-30.043781800970297,Sketch Pad,Office Supplies,Art,65.94,84.51,Alex Lee,Consumer,West,Seattle
NM202401672506,2024-01-18,2024-01-20,CU0143,PR520,5,29.7,0.4,3.65,January,2,12.289562289562289,Sticky Notes,Office Supplies,Paper,5.21,9.9,Riley Ray,Corporate,South,Atlanta
NM202401185288,2024-01-18,2024-01-24,CU0028,PR502,6,1903.2,0.0,928.56,January,6,48.78940731399747,Pixel Mini,Technology,Phones,162.44,317.2,Alex Roy,Consumer,East,Boston
NM202401528070,2024-01-26,2024-01-31,CU0155,PR521,4,79.68,0.6,-72.24,January,5,-90.66265060240963,Storage Box,Office Supplies,Storage,37.98,49.8,Sam Wood,Consumer,South,Atlanta
NM202401219830,2024-01-09,2024-01-11,CU0118,PR512,6,4181.7,0.0,1136.34,January,2,27.174115790228853,Standing Desk,Furniture,Tables,507.56,696.95,Alex Lee,Consumer,South,Miami
NM202401551970,2024-01-01,2024-01-01,CU0237,PR502,1,269.62,0.15,107.18,January,0,39.752243898820566,Pixel Mini,Technology,Phones,162.44,317.2,Jordan Ray,Consumer,West,Seattle
NM202401744323,2024-01-11,2024-01-11,CU0126,PR504,1,618.73,0.15,192.14,January,0,31.05393305642202,USB Hub,Technology,Accessories,426.59,727.92,Quinn Cruz,Consumer,South,Atlanta
NM202401810526,2024-01-01,2024-01-01,CU0080,PR513,6,1371.82,0.1,195.64,January,0,14.26134624076045,Meeting Table,Furniture,Tables,196.03,254.04,Drew Bell,Corporate,South,Atlanta
NM202401978860,2024-01-11,2024-01-16,CU0118,PR502,4,1268.8,0.0,619.04,January,5,48.78940731399748,Pixel Mini,Technology,Phones,162.44,317.2,Alex Lee,Consumer,South,Miami
NM202401881254,2024-01-22,2024-01-23,CU0014,PR509,4,2119.9,0.2,775.06,January,1,36.5611585452144,Shredder S,Technology,Machines,336.21,662.47,Alex Lee,Corporate,South,Atlanta
NM202401212151,2024-01-14,2024-01-20,CU0138,PR513,8,2032.32,0.0,464.08,January,6,22.8349866162809,Meeting Table,Furniture,Tables,196.03,254.04,Casey Dean,Home Office,South,Atlanta
NM202401211208,2024-01-18,2024-01-21,CU0027,PR524,8,676.08,0.0,148.56,January,3,21.973730919417818,Sketch Pad,Office Supplies,Art,65.94,84.51,Jamie Shah,Consumer,East,New York
NM202401636965,2024-01-31,2024-02-05,CU0196,PR524,6,507.06,0.0,111.42,January,5,21.973730919417818,Sketch Pad,Office Supplies,Art,65.94,84.51,Jamie Lee,Consumer,East,Boston
NM202401320736,2024-01-08,2024-01-14,CU0127,PR521,2,99.6,0.0,23.64,January,6,23.73493975903615,Storage Box,Office Supplies,Storage,37.98,49.8,Morgan Roy,Corporate,South,Miami
NM202401225669,2024-01-23,2024-01-26,CU0194,PR521,5,174.3,0.3,-15.6,January,3,-8.950086058519794,Storage Box,Office Supplies,Storage,37.98,49.8,Casey Bell,Consumer,West,Seattle
NM202401114025,2024-01-31,2024-02-07,CU0157,PR513,1,101.62,0.6,-94.41,January,7,-92.90493997244637,Meeting Table,Furniture,Tables,196.03,254.04,Sam Ray,Corporate,South,Atlanta
NM202401898343,2024-01-01,2024-01-06,CU0002,PR506,8,4445.84,0.15,1819.6,January,5,40.92814856135173,Keyboard X,Technology,Accessories,328.28,653.8,Alex Lee,Consumer,West,Seattle
NM202401459301,2024-01-20,2024-01-26,CU0124,PR513,2,508.08,0.0,116.02,January,6,22.8349866162809,Meeting Table,Furniture,Tables,196.03,254.04,Alex Bell,Consumer,East,New York
NM202401876281,2024-01-10,2024-01-11,CU0101,PR524,3,152.12,0.4,-45.7,January,1,-30.042072048382856,Sketch Pad,Office Supplies,Art,65.94,84.51,Taylor Wood,Corporate,South,Miami
NM202401666650,2024-01-04,2024-01-08,CU0134,PR515,5,2861.55,0.0,1277.65,January,4,44.64887910398211,Corner Case,Furniture,Bookcases,316.78,572.31,Morgan Fox,Home Office,Central,Chicago
NM202401655820,2024-01-11,2024-01-18,CU0232,PR510,1,242.64,0.0,75.83,January,7,31.252060666007253,Task Chair,Furniture,Chairs,166.81,242.64,Casey Ray,Consumer,Central,Chicago
NM202401657367,2024-01-13,2024-01-14,CU0020,PR512,3,836.34,0.6,-686.34,January,1,-82.06471052442787,Standing Desk,Furniture,Tables,507.56,696.95,Drew Ray,Corporate,Central,Dallas
NM202401886167,2024-01-13,2024-01-14,CU0093,PR515,4,2289.24,0.0,1022.12,January,1,44.64887910398211,Corner Case,Furniture,Bookcases,316.78,572.31,Taylor Bell,Consumer,East,New York
NM202401246686,2024-01-01,2024-01-08,CU0034,PR502,5,634.4,0.6,-177.8,January,7,-28.02648171500631,Pixel Mini,Technology,Phones,162.44,317.2,Quinn Bell,Corporate,East,New York
NM202401927812,2024-01-15,2024-01-18,CU0143,PR512,2,975.73,0.3,-39.39,January,3,-4.036977442530208,Standing Desk,Furniture,Tables,507.56,696.95,Riley Ray,Corporate,South,Atlanta
NM202401508497,2024-01-23,2024-01-24,CU0113,PR505,5,388.48,0.6,-174.12,January,1,-44.82084019769357,BT Mouse,Technology,Accessories,112.52,194.24,Taylor Hunt,Corporate,South,Atlanta
NM202401695852,2024-01-20,2024-01-25,CU0052,PR506,5,2778.65,0.15,1137.25,January,5,40.92814856135173,Keyboard X,Technology,Accessories,328.28,653.8,Sam Hunt,Home Office,East,Boston
NM202401339315,2024-01-06,2024-01-12,CU0113,PR515,4,1831.39,0.2,564.27,January,6,30.81102332108398,Corner Case,Furniture,Bookcases,316.78,572.31,Taylor Hunt,Corporate,South,Atlanta
NM202401257247,2024-01-16,2024-01-17,CU0026,PR511,2,237.62,0.0,112.28,January,1,47.251914821984684,Mesh Chair,Furniture,Chairs,62.67,118.81,Casey Roy,Consumer,South,Atlanta
NM202401641485,2024-01-13,2024-01-19,CU0084,PR512,5,2962.04,0.15,424.24,January,6,14.322561477900367,Standing Desk,Furniture,Tables,507.56,696.95,Morgan Hunt,Corporate,South,Atlanta
NM202401573061,2024-01-11,2024-01-13,CU0087,PR507,4,145.15,0.15,65.75,January,2,45.297967619703755,LaserJet 100,Technology,Machines,19.85,42.69,Sam Roy,Corporate,South,Miami
NM202401146693,2024-01-20,2024-01-23,CU0039,PR507,7,298.83,0.0,159.88,January,3,53.50199109861794,LaserJet 100,Technology,Machines,19.85,42.69,Quinn Roy,Consumer,East,Boston
NM202401846263,2024-01-23,2024-01-24,CU0078,PR501,3,2496.14,0.2,355.91,January,1,14.258414992748806,Galaxy S,Technology,Phones,713.41,1040.06,Taylor Ray,Consumer,South,Miami
NM202401635476,2024-01-22,2024-01-26,CU0068,PR503,6,650.54,0.3,62.0,January,4,9.530543855873583,iView 11,Technology,Phones,98.09,154.89,Jamie Ray,Consumer,West,Seattle
